voyageid,yearam,rig,shipname,captaina,slaximp,mjselimp,tslavesd,arrport,sla1port,slaarriv,sladvoy,vymrtimp,vymrtrat,slamimp,fate,fate2,fate3,fate4,sladamer,adpsale1,adpsale2,captainb,placcons,placreg,yrcons,yrreg,regarr,regdis1,regdis2,regdis3,regem1,regem2,regisreg,constreg,portdep,datedepa,datedepb,datedepc,crew,crew2,crew3,d1slatra,d1slatrb,d1slatrc,datarr32,datarr33,datarr34,datarr36,datarr37,datarr38,datarr39,datarr40,datarr41,date_buy1,date_leftafr,date_land1,date_land2,date_land3,dlslatra,dlslatrb,dlslatrc,voyage,voy2imp,guns,majbuypt,mjbyptimp,majbyimp,majbyimp1,majselpt,mjslptimp,mjselimp1,national,natinimp,ncar13,ncar15,npprior,ownera,ownerb,ownerc,ownerd,ownere,ownerf,ownerg,ownerh,resistance,slas32,slas36,slas39,sourcea,sourceb,sourcec,sourced,sourcee,tonnage,men1,women1,boy1,girl1,infant1,adult1,child1,male1,female1,adlt1imp,chil1imp,male1imp,feml1imp,slavema1,slavemx1,slavmax1,menrat1,womrat1,boyrat1,girlrat1,malrat1,chilrat1,men3,women3,boy3,girl3,infant3,adult3,child3,male3,female3,adlt3imp,chil3imp,male3imp,feml3imp,slavema3,slavemx3,slavmax3,menrat3,womrat3,boyrat3,girlrat3,malrat3,chilrat3,men7,women7,boy7,girl7,infant7,adult7,child7,male7,female7,slavema7,slavemx7,slavmax7,menrat7,womrat7,boyrat7,girlrat7,malrat7,chilrat7,year5,year10,year25,year100,voyageID2,AFRINFO,Other_Cargo,COMMENTS,filter_$
112990,1797,Schooner,Minorca,"La Coste, John",88,Saint-Domingue,88,Port-au-Prince, , , , , ,84,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Port-au-Prince,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112991,1797,Schooner,Fly,"Gubian, Alexander",90,Saint-Domingue,90,Môle Saint Nicolas, , , , , ,86,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Môle Saint Nicolas,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112992,1797,Ship,General Simcoe,"Revol, J.",90,Saint-Domingue,90,Môle Saint Nicolas, , , , , ,86,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Môle Saint Nicolas,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112993,1797,Brig,Success,"Utter, Joseph",103,Saint-Domingue,103,Jérémie, , , , , ,98,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112994,1797,Schooner,Favourite,"Miranda, John R.",110,Danish West Indies,110,St. Thomas, , , , , ,105,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Danish West Indies, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,St. Thomas,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112995,1797,Schooner,Lancaster Witch,"Macartney, John",113,Saint-Domingue,113,Jérémie, , , , , ,108,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112996,1797,Schooner,Fidelle,"Guiverneau, John",120,Saint-Domingue,120,Jérémie, , , , , ,115,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112997,1797,Ship,Hinde,"Patot, Francois",133,Saint-Domingue,133,Jérémie, , , , , ,127,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112998,1798,Brig,Marsouin,"Chigary, J.",24,Saint-Domingue,24,Jérémie, , , , , ,23,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Saint-Domingue, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1798, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Jérémie,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
112999,1798,Schooner,Adventure,"Dixon, John",25,Other British Caribbean,25,Grand Cayman or Cayman Islands, , , , , ,24,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Other British Caribbean, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1798, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Grand Cayman or Cayman Islands,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
113000,1798,Schooner,Friends,"Ballantyne, Thomas",30,Other British Caribbean,30,Grand Cayman or Cayman Islands, , , , , ,29,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Other British Caribbean, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1798, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Grand Cayman or Cayman Islands,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
113001,1798,Schooner,Flying-Fish,"Duclos, Louis",40,Other British Caribbean,40,Grand Cayman or Cayman Islands, , , , , ,38,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Other British Caribbean, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1798, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Grand Cayman or Cayman Islands,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
113002,1798,Schooner,Aurora,"Besom, J.",50,Jamaica,50,Savanna la Mar (Jamaica), , , , , ,48,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Jamaica, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1798, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Savanna la Mar (Jamaica),Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
113003,1798,Sloop,Betsey and Sally,"Russel, John",50,Other British Caribbean,50,Grand Cayman or Cayman Islands, , , , , ,48,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Other British Caribbean, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1798, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Grand Cayman or Cayman Islands,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
113004,1798,Schooner,Flying-Fish,"Duclos, Louis",83,Bahamas,83,New Providence, , , , , ,79,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Bahamas, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1798, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,New Providence,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
113005,1798,Schooner,Port-Morant Packet,"James, William",93,Other British Caribbean,93,Grand Cayman or Cayman Islands, , , , , ,89,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Other British Caribbean, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1798, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Grand Cayman or Cayman Islands,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
113006,1799,Schooner,Adventure,"Haynes, Cornelius",10,Other British Caribbean,10,Grand Cayman or Cayman Islands, , , , , ,10,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Other British Caribbean, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1799, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Grand Cayman or Cayman Islands,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
113007,1799,Sloop,Morgan Rattler,"Cotterel, Joseph",12,Other British Caribbean,12,Grand Cayman or Cayman Islands, , , , , ,12,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Other British Caribbean, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1799, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Grand Cayman or Cayman Islands,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
113008,1799,Sloop,Nonpareil,"Russel, John",40,Other British Caribbean,40,Grand Cayman or Cayman Islands, , , , , ,38,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Other British Caribbean, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1799, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Grand Cayman or Cayman Islands,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
113053,1797,Brig,Two Sisters,"Lamb, David",16,Cuba,16,Havana, , , , , ,16,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Havana,Caribbean, ,Great Britain, , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
113054,1797,Brig,Union,"Brown, John",11,Jamaica,11,Savanna la Mar (Jamaica), , , , , ,11,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Jamaica, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1797, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Savanna la Mar (Jamaica),Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , ,Possible duplicate of 103597,Selected
113055,1794,Sloop,Anna,"Cuello, Manuel",19,Cuba,19,"Cuba, port unspecified", , , , , ,18,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1794, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,"Cuba, port unspecified",Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 369-370", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1791-95,years 1791-1800,years 1776-1800,1700, , , ,possible match with #105140?,Selected
113056,1794,Schooner,Flower of April,"Yranagoni, Jos.",60,Trinidad,60,"Trinidad, port unspecified", , , , , ,57,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Trinidad, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1794, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,"Trinidad, port unspecified",Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 369-370", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1791-95,years 1791-1800,years 1776-1800,1700, , , ,Possible match with 105168?,Selected
113057,1795,Schooner,Flor de Abril (a) Florence de Abriel,"Illarragorri, Jose (a) Irurrogori, Jos.",80,Trinidad,80,"Trinidad, port unspecified", , , , , ,77,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Trinidad, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1795, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,"Trinidad, port unspecified",Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 370", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1791-95,years 1791-1800,years 1776-1800,1700, , , , ,Selected
113058,1795,Schooner,Na Sa del Carmen,"Mansera, L.",45,Cuba,45,Havana, , , , , ,43,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1795, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,Havana,Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 370", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1791-95,years 1791-1800,years 1776-1800,1700, , , ,possible match with 105250?,Selected
113059,1794,Schooner,Antonio Abad,"Martinez, Jos.",7,Cuba,7,"Cuba, port unspecified", , , , , ,7,"Departed an American port with slaves, subsequent fate unknown",Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba, , , ,Jamaica, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1794, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean, ,"Cuba, port unspecified",Caribbean, , , , , , , , , , , , , , , , , ,"Jamaica Assembly, X, 369-370", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,years 1791-95,years 1791-1800,years 1776-1800,1700, , , , ,Selected
141403,1796,Galeta,Florentina,"Romero, Agustin",102,Cuba,102,Havana,Havana,101, ,1,.0098,101,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , , , , , , ,Cuba,Cuba, , ,Jamaica, , , , , , , , , , , , , , ,5,1796, , , , , , , , , , , , , ,1796, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean,Havana,Havana,Caribbean,Spain,Spain / Uruguay, , , , , , , , , , , , ,101, , ,"AGI, Santo Domingo 1675","ANC,IH, 30140-405","Jamaica Assembly, X, 371", , , , , , , , , , , , , , , , , , , , , , , , , ,46,0,40,0,15, , , , ,46,55,100,1,101,101,101,.455445544554455,0,.396039603960396,0,.99009900990099,.544554455445545,46,0,40,0,15,46,55,100,1,101,101,101,.455445544554455,0,.396039603960396,0,.99009900990099,.544554455445545,years 1796-1800,years 1791-1800,years 1776-1800,1700, , , , ,Selected
141406,1796,Galeta,Santa Rosalia,"Arroyo, Manuel",86,Cuba,86,Havana,Havana,86,0,0,0,86,Voyage completed as intended,Slaves disembarked Americas,Not captured,Delivered slaves for original owners, , , ,"Coldero, Francisco", , , , ,Cuba,Cuba, , ,Jamaica, , , , , , , , , , , , , , ,3,1796, , , , , , , ,2/15/1796, , , ,15,2,1796, , , ,Kingston (Jamaica),Kingston (Jamaica),Jamaica,Caribbean,Havana,Havana,Caribbean,Spain,Spain / Uruguay, , , , , , , , , , , , ,86, , ,"AGI, Santo Domingo 1675","CO 142/23, 19","Jamaica Assembly, X, 371", , ,35, , , , , , , , , , , , , , , , , , , , , , ,50,0,18,0,18, , , , ,50,36,86,0,86,86,86,.581395348837209,0,.209302325581395,0,1,.418604651162791,50,0,18,0,18,50,36,86,0,86,86,86,.581395348837209,0,.209302325581395,0,1,.418604651162791,years 1796-1800,years 1791-1800,years 1776-1800,1700, , ,no, ,Selected
